district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,house_age
Colombo,Nugegoda,4,2,1,35,0,True,True,Well,Single phase,2,1995,14238689,31
Ratnapura,Pelmadulla,5,2,2,46,0,True,False,Well,Three phase,1,1992,3781401,34
Jaffna,Nallur,4,2,2,55,1,False,True,Pipe-borne,Three phase,1,2006,6845808,20
Kandy,Gatambe,5,3,2,37,0,False,True,Well,Single phase,2,2023,10294730,3
Matale,Matale Central,13,5,4,149,1,False,False,Both,Three phase,1,1991,13731452,35
Puttalam,Puttalam Central,15,5,4,186,2,False,False,Both,Single phase,2,1995,20118717,31
Mannar,Mannar Central,5,3,2,51,0,True,False,Both,Single phase,1,1987,4542054,39
Ampara,Ampara Central,4,2,1,35,1,False,False,Pipe-borne,Three phase,1,2006,4550029,20
Colombo,Kollupitiya,6,2,1,66,1,False,True,Pipe-borne,Single phase,1,1988,20137810,38
Badulla,Hali Ela,11,5,5,118,1,True,True,Both,Three phase,1,2015,12509536,11
Gampaha,Ragama,22,6,5,250,1,False,True,Both,Single phase,3,2010,40829613,16
Batticaloa,Batticaloa Town,13,3,3,172,2,False,True,Well,Single phase,1,2013,15968899,13
Monaragala,Monaragala Central,34,5,4,250,1,True,True,Well,Single phase,3,1995,38777896,31
Gampaha,Ragama,21,5,5,245,1,False,False,Both,Three phase,2,2012,33267115,14
Ampara,Ampara Central,7,3,3,99,1,False,True,Both,Single phase,1,1987,7315800,39
Mannar,Mannar Central,6,2,1,77,0,True,True,Pipe-borne,Three phase,1,1992,5351532,34
Mannar,Mannar Central,11,5,4,111,0,False,False,Both,Three phase,2,2009,9781959,17
Kilinochchi,Kilinochchi Central,15,7,5,121,1,False,True,Pipe-borne,Three phase,1,2012,10421515,14
Hambantota,Hambantota Town,21,7,5,205,2,True,True,Well,Three phase,2,2009,25473096,17
Nuwara Eliya,Nuwara Eliya Central,13,4,3,192,3,False,False,Well,Three phase,1,2008,28682405,18
Jaffna,Chunnakam,6,3,2,72,1,False,True,Both,Three phase,1,2019,10995717,7
Monaragala,Monaragala Central,21,7,5,250,1,True,False,Well,Three phase,2,1990,24624894,36
Mullaitivu,Mullaitivu Central,2,1,1,35,1,True,False,Well,Single phase,1,2024,2502516,2
Polonnaruwa,Polonnaruwa Central,10,4,4,97,0,True,True,Both,Single phase,1,2012,10223658,14
Matale,Matale Central,2,2,1,35,1,True,False,Well,Single phase,1,1985,2937015,41
Mannar,Mannar Central,11,5,4,163,2,True,True,Both,Single phase,1,2002,12381050,24
Matale,Matale Central,2,4,3,37,0,True,False,Pipe-borne,Three phase,1,1993,2437148,33
Puttalam,Puttalam Central,7,4,3,90,3,True,False,Pipe-borne,Three phase,1,2015,9161541,11
Hambantota,Hambantota Town,7,3,2,66,1,True,False,Well,Single phase,1,2007,9112859,19
Trincomalee,Nilaveli,8,2,2,54,0,True,False,Well,Three phase,1,2023,9198062,3
Monaragala,Monaragala Central,4,2,1,57,3,False,True,Both,Three phase,2,2003,5363350,23
Ampara,Ampara Central,6,2,1,65,1,False,False,Well,Three phase,1,2018,6549118,8
Monaragala,Monaragala Central,7,3,2,52,0,True,False,Both,Three phase,2,2005,5464405,21
Mannar,Mannar Central,19,5,5,214,2,True,False,Pipe-borne,Three phase,2,1985,20078887,41
Monaragala,Monaragala Central,3,2,1,37,1,False,False,Both,Single phase,2,2019,4890824,7
Galle,Hikkaduwa,4,3,3,49,0,False,True,Pipe-borne,Single phase,1,2020,6655014,6
Kurunegala,Pannala,19,6,5,211,1,True,False,Both,Single phase,2,2015,23717541,11
Kalutara,Panadura,8,2,1,71,0,False,False,Both,Three phase,1,2001,11217291,25
Mullaitivu,Mullaitivu Central,11,5,4,159,1,True,False,Well,Single phase,2,2006,11274478,20
Polonnaruwa,Polonnaruwa Central,11,4,3,49,0,False,False,Both,Three phase,2,2025,12019101,1
Kegalle,Kegalle Central,8,3,2,88,2,False,False,Well,Three phase,2,2014,10330926,12
Gampaha,Negombo,9,4,4,79,1,False,True,Pipe-borne,Single phase,2,1996,12405608,30
Kilinochchi,Kilinochchi Central,2,2,1,35,3,False,True,Both,Three phase,1,2002,2642264,24
Hambantota,Hambantota Town,4,2,1,48,0,False,True,Both,Three phase,1,2000,5347989,26
Polonnaruwa,Polonnaruwa Central,10,4,4,125,0,True,True,Well,Single phase,1,1998,12244884,28
Puttalam,Puttalam Central,4,3,3,72,0,True,False,Both,Three phase,1,1990,3283290,36
Gampaha,Negombo,8,4,3,70,1,False,True,Both,Three phase,1,1999,13533219,27
Galle,Unawatuna,27,4,4,250,3,False,True,Well,Three phase,2,2017,49318128,9
Kurunegala,Pannala,19,5,5,169,2,True,True,Pipe-borne,Three phase,2,1991,20722086,35
Badulla,Bandarawela,5,2,2,49,0,True,True,Well,Single phase,1,2017,8045565,9
Batticaloa,Eravur,9,3,2,132,2,True,True,Well,Three phase,2,2004,13213917,22
Matale,Matale Central,24,5,5,250,1,True,False,Pipe-borne,Three phase,3,2021,31897260,5
Matale,Matale Central,34,6,5,250,1,True,False,Well,Three phase,2,2010,46586402,16
Batticaloa,Kallady,11,5,5,134,0,False,False,Well,Single phase,1,2013,15054713,13
Gampaha,Ragama,36,6,5,250,1,True,False,Both,Three phase,3,2010,63726074,16
Nuwara Eliya,Nuwara Eliya Central,19,6,5,145,1,True,True,Both,Three phase,1,1993,33464862,33
Kegalle,Kegalle Central,4,2,2,83,1,True,False,Both,Three phase,1,1990,4830560,36
Jaffna,Jaffna Town,2,3,2,42,0,True,True,Pipe-borne,Three phase,1,1999,3514721,27
Galle,Karapitiya,12,7,5,96,2,True,False,Pipe-borne,Three phase,2,1998,14832769,28
Polonnaruwa,Polonnaruwa Central,10,3,2,124,0,True,False,Well,Single phase,1,2005,13582131,21
Matale,Matale Central,13,5,4,120,2,True,True,Pipe-borne,Three phase,1,2020,18103817,6
Vavuniya,Vavuniya Central,33,5,4,250,3,False,True,Well,Three phase,2,2006,43824287,20
Jaffna,Nallur,10,4,3,72,1,True,True,Pipe-borne,Three phase,1,2012,14685118,14
Badulla,Hali Ela,5,1,1,35,0,True,False,Well,Three phase,2,2013,5216795,13
Kilinochchi,Kilinochchi Central,8,2,2,54,2,True,False,Well,Three phase,2,1986,8831647,40
Gampaha,Negombo,28,7,5,250,1,True,False,Both,Three phase,2,1992,46022992,34
Trincomalee,Nilaveli,3,1,1,40,2,True,True,Both,Single phase,1,2010,4806857,16
Anuradhapura,Nuwaragam Palatha,26,6,5,250,1,True,True,Both,Three phase,3,1991,36392813,35
Kilinochchi,Kilinochchi Central,4,1,1,35,0,True,True,Pipe-borne,Three phase,2,2011,3472704,15
Mannar,Mannar Central,8,4,4,78,0,True,False,Pipe-borne,Three phase,2,2012,7270532,14
Monaragala,Monaragala Central,11,5,5,113,2,False,False,Pipe-borne,Single phase,1,1989,8129414,37
Gampaha,Kadawatha,4,1,1,52,1,True,False,Both,Three phase,1,2013,7811299,13
Badulla,Badulla Town,4,3,2,35,0,True,False,Both,Single phase,1,2023,4235967,3
Colombo,Rajagiriya,15,4,4,113,2,True,False,Well,Three phase,1,2010,40370754,16
Galle,Unawatuna,9,5,4,117,1,True,True,Both,Three phase,2,1988,16563374,38
Ratnapura,Ratnapura Town,11,6,5,110,1,True,True,Both,Single phase,2,2020,17585868,6
Kilinochchi,Kilinochchi Central,8,2,1,74,1,True,False,Pipe-borne,Single phase,1,2005,7665862,21
Kurunegala,Pannala,4,1,1,48,1,True,False,Both,Three phase,1,2017,5563984,9
Ampara,Ampara Central,12,6,5,123,1,False,True,Pipe-borne,Three phase,1,2022,16591752,4
Jaffna,Chunnakam,3,1,1,35,1,True,True,Both,Three phase,1,2022,5898600,4
Ampara,Ampara Central,8,2,2,71,2,False,False,Both,Three phase,1,1993,8767158,33
Kandy,Tennekumbura,6,4,3,81,2,False,True,Pipe-borne,Three phase,2,2008,11494739,18
Kegalle,Kegalle Central,5,1,1,44,1,False,True,Pipe-borne,Single phase,2,1996,5885490,30
Batticaloa,Batticaloa Town,17,6,5,213,1,False,False,Pipe-borne,Single phase,2,2013,23728379,13
Kurunegala,Pannala,15,5,4,170,1,False,False,Both,Three phase,2,1998,20880811,28
Kandy,Tennekumbura,14,7,5,174,1,True,True,Well,Single phase,2,1985,25566137,41
Badulla,Hali Ela,11,4,4,139,2,True,False,Well,Single phase,2,2023,14042811,3
Mullaitivu,Mullaitivu Central,15,6,5,131,2,True,True,Well,Single phase,1,1991,12896379,35
Kurunegala,Melsiripura,6,3,2,76,0,False,False,Pipe-borne,Three phase,2,2019,6805214,7
Galle,Karapitiya,6,4,4,78,0,False,True,Both,Single phase,1,2019,13460089,7
Polonnaruwa,Polonnaruwa Central,16,6,5,225,3,True,False,Both,Single phase,3,1997,18745177,29
Mullaitivu,Mullaitivu Central,27,4,3,250,2,True,True,Well,Three phase,2,1995,26797809,31
Nuwara Eliya,Nuwara Eliya Central,11,2,1,92,0,False,True,Well,Three phase,1,2006,19216537,20
Anuradhapura,New Town,6,3,2,67,0,False,False,Pipe-borne,Three phase,1,1994,6743902,32
Polonnaruwa,Polonnaruwa Central,4,4,3,58,0,True,False,Well,Three phase,1,2011,4962869,15
Galle,Galle Fort,2,2,2,35,1,False,False,Both,Three phase,2,2023,5126462,3
Hambantota,Ambalantota,8,4,4,125,1,False,False,Both,Three phase,1,1985,9908397,41
Puttalam,Puttalam Central,5,1,1,42,2,True,False,Both,Three phase,1,2015,4763719,11
Trincomalee,Nilaveli,10,4,3,84,2,True,True,Both,Single phase,1,2000,13789034,26
Matale,Matale Central,2,3,2,43,2,False,True,Well,Single phase,1,2005,5508470,21
Vavuniya,Vavuniya Central,12,7,5,159,2,True,False,Pipe-borne,Three phase,2,2025,14190762,1
Puttalam,Puttalam Central,6,1,1,35,0,False,False,Pipe-borne,Single phase,2,2012,6596865,14
Badulla,Badulla Town,16,5,5,196,1,True,True,Well,Three phase,2,1987,20345155,39
Trincomalee,China Bay,14,6,5,93,1,True,False,Both,Single phase,1,2025,15992957,1
Jaffna,Chunnakam,5,2,1,58,0,False,True,Well,Single phase,1,2000,7788291,26
Matale,Matale Central,23,6,5,250,1,False,True,Both,Three phase,2,1991,32463251,35
Monaragala,Monaragala Central,15,5,5,135,2,True,True,Both,Single phase,1,2006,16139921,20
Badulla,Hali Ela,22,5,4,197,1,True,True,Well,Three phase,2,2023,26941358,3
Monaragala,Monaragala Central,2,1,1,35,1,True,True,Both,Single phase,1,2004,3147781,22
Kurunegala,Melsiripura,12,3,2,129,0,True,False,Well,Single phase,2,1989,15103168,37
Trincomalee,Nilaveli,9,4,4,87,1,True,False,Well,Three phase,1,2023,12351099,3
Trincomalee,Nilaveli,2,3,3,35,0,False,False,Pipe-borne,Single phase,1,2021,3783942,5
Mullaitivu,Mullaitivu Central,8,2,2,66,0,True,True,Both,Three phase,1,1987,5431390,39
Jaffna,Nallur,17,7,5,222,1,False,False,Well,Single phase,3,2009,29947191,17
Kalutara,Panadura,4,2,2,35,0,False,False,Both,Single phase,1,2020,5185152,6
Gampaha,Negombo,8,2,2,61,1,False,False,Pipe-borne,Single phase,2,2009,12267273,17
Mullaitivu,Mullaitivu Central,14,4,4,172,1,False,True,Both,Three phase,2,2000,13869490,26
Vavuniya,Vavuniya Central,5,2,1,83,1,True,True,Pipe-borne,Three phase,2,2014,6619921,12
Badulla,Hali Ela,13,6,5,78,2,False,True,Well,Three phase,1,2013,14300421,13
Nuwara Eliya,Nuwara Eliya Central,17,6,5,211,1,True,True,Both,Single phase,3,2009,53011668,17
Kegalle,Kegalle Central,14,3,3,172,1,False,True,Pipe-borne,Three phase,2,1989,15952437,37
Vavuniya,Vavuniya Central,14,5,4,95,1,True,False,Pipe-borne,Single phase,2,1995,10866966,31
Galle,Galle Fort,5,1,1,35,0,False,False,Both,Three phase,2,2010,6161470,16
Kegalle,Kegalle Central,12,4,4,91,0,True,False,Well,Single phase,1,2024,10735315,2
Gampaha,Wattala,6,3,3,35,1,True,False,Both,Single phase,1,2015,8902854,11
Ratnapura,Ratnapura Town,10,3,3,147,1,False,True,Well,Single phase,1,2025,17243559,1
Matale,Matale Central,11,4,3,140,1,False,False,Both,Three phase,1,2004,14501587,22
Anuradhapura,Madawachchiya,6,3,2,59,1,True,True,Well,Three phase,1,1993,4773116,33
Badulla,Hali Ela,13,5,5,80,3,True,True,Pipe-borne,Three phase,1,2000,11424813,26
Kurunegala,Melsiripura,21,6,5,134,1,True,False,Pipe-borne,Three phase,1,2023,25290427,3
Mannar,Mannar Central,6,2,1,87,2,False,False,Pipe-borne,Three phase,2,2008,6932679,18
Matale,Matale Central,8,2,1,104,0,True,False,Both,Three phase,1,2020,8972632,6
Matara,Akurugoda,2,2,1,35,0,False,False,Well,Three phase,1,2018,3042553,8
Kurunegala,Polgahawela,14,6,5,128,1,True,True,Both,Single phase,2,2008,20402644,18
Matara,Akurugoda,16,6,5,203,1,True,True,Both,Single phase,3,1995,27169937,31
Mannar,Mannar Central,2,2,1,39,0,True,True,Well,Single phase,2,1988,3135649,38
Vavuniya,Vavuniya Central,10,5,5,126,0,True,False,Well,Single phase,2,1993,11247256,33
Galle,Karapitiya,5,2,1,49,0,False,True,Well,Single phase,1,2016,6995467,10
Ratnapura,Ratnapura Town,9,2,2,54,1,True,False,Pipe-borne,Single phase,1,2020,8877721,6
Anuradhapura,Madawachchiya,10,6,5,84,0,True,True,Well,Three phase,2,2022,14404407,4
Vavuniya,Vavuniya Central,4,2,2,39,0,False,False,Pipe-borne,Three phase,2,2019,4469432,7
Mannar,Mannar Central,2,2,2,35,1,True,False,Both,Three phase,1,2010,3665536,16
Galle,Karapitiya,4,3,2,37,2,True,True,Well,Single phase,1,2004,7839028,22
Matale,Matale Central,2,1,1,36,0,True,True,Both,Three phase,2,2009,4065344,17
Matale,Matale Central,2,2,1,68,2,True,False,Pipe-borne,Single phase,1,1987,4241565,39
Kurunegala,Pannala,7,4,4,72,3,False,False,Pipe-borne,Three phase,2,2024,11982178,2
Nuwara Eliya,Nuwara Eliya Central,8,3,2,45,0,False,False,Both,Three phase,1,1999,13762479,27
Kurunegala,Kurunegala Town,7,4,4,57,1,True,False,Well,Single phase,1,2011,8169550,15
Mullaitivu,Mullaitivu Central,21,6,5,237,1,False,True,Well,Single phase,2,1989,20504556,37
Matale,Matale Central,56,7,5,250,2,True,False,Pipe-borne,Three phase,2,2020,52235940,6
Anuradhapura,Madawachchiya,5,3,2,54,2,True,True,Both,Three phase,2,1995,5050470,31
Ampara,Ampara Central,7,4,4,79,2,False,True,Both,Three phase,1,2011,9592564,15
Colombo,Narahenpita,3,2,2,45,1,True,True,Both,Three phase,1,2009,12488480,17
Trincomalee,China Bay,10,6,5,157,2,True,False,Well,Single phase,1,2011,14230267,15
Trincomalee,Uppuveli,13,6,5,153,3,True,False,Both,Three phase,1,2001,16920412,25
Hambantota,Tangalle,12,5,5,117,0,False,True,Pipe-borne,Three phase,1,2009,11074863,17
Matara,Weligama,11,4,3,162,0,True,False,Well,Single phase,1,2006,17507176,20
Vavuniya,Vavuniya Central,10,3,3,103,2,True,False,Pipe-borne,Single phase,1,1991,10711162,35
Colombo,Dehiwala,16,5,5,211,3,True,False,Pipe-borne,Three phase,2,2007,55185302,19
Kandy,Tennekumbura,11,6,5,148,2,True,False,Well,Single phase,1,2000,23342384,26
Puttalam,Puttalam Central,3,1,1,35,1,True,True,Well,Three phase,2,2001,4220336,25
Puttalam,Puttalam Central,10,4,3,95,0,False,True,Pipe-borne,Single phase,1,1995,8702524,31
Puttalam,Puttalam Central,14,6,5,125,1,True,False,Both,Three phase,1,2003,12297480,23
Jaffna,Kokuvil,7,3,2,46,1,False,True,Both,Three phase,1,2012,11123161,14
Kurunegala,Pannala,20,7,5,242,1,True,True,Both,Single phase,2,2015,25262680,11
Ratnapura,Ratnapura Town,5,1,1,59,1,True,False,Pipe-borne,Single phase,1,2004,4086655,22
Mullaitivu,Mullaitivu Central,11,4,3,103,3,True,True,Pipe-borne,Three phase,1,1997,9333183,29
Colombo,Wellawatte,8,5,4,91,0,True,False,Pipe-borne,Three phase,1,2001,25478545,25
Mannar,Mannar Central,2,4,4,35,0,False,True,Both,Three phase,1,1985,3009822,41
Kegalle,Kegalle Central,6,1,1,38,1,True,False,Both,Single phase,1,1995,4912826,31
Hambantota,Hambantota Town,23,6,5,250,2,True,False,Both,Single phase,3,1999,29613812,27
Vavuniya,Vavuniya Central,7,3,3,105,0,False,True,Well,Single phase,1,2008,9204371,18
Batticaloa,Eravur,3,2,2,53,0,False,True,Well,Single phase,1,1988,3793920,38
Nuwara Eliya,Nuwara Eliya Central,21,5,4,163,1,False,True,Both,Three phase,1,1985,40385645,41
Colombo,Nugegoda,21,5,4,181,2,False,False,Well,Three phase,2,2016,63898421,10
Colombo,Wellawatte,23,4,3,171,2,True,True,Well,Single phase,1,1988,51286475,38
Trincomalee,Uppuveli,7,2,1,80,3,True,False,Well,Single phase,1,2006,8168398,20
Jaffna,Chunnakam,2,2,1,45,0,True,False,Well,Single phase,2,2017,4971916,9
Hambantota,Tangalle,19,6,5,178,2,True,False,Well,Three phase,3,2011,22554326,15
Matara,Nupe,5,2,1,69,0,True,False,Well,Three phase,1,2000,6498812,26
Matale,Matale Central,19,5,5,127,2,False,False,Pipe-borne,Three phase,2,2025,22048831,1
Vavuniya,Vavuniya Central,2,3,2,35,0,False,True,Pipe-borne,Single phase,1,2001,2907627,25
Kilinochchi,Kilinochchi Central,8,3,2,93,0,True,False,Well,Three phase,1,2014,9550997,12
Jaffna,Jaffna Town,10,5,4,155,3,True,True,Well,Three phase,1,2016,21675556,10
Hambantota,Tangalle,16,6,5,236,1,False,False,Both,Single phase,3,1994,19308019,32
Kurunegala,Melsiripura,19,6,5,179,1,False,False,Both,Single phase,2,1990,21741925,36
Batticaloa,Batticaloa Town,13,5,4,146,1,True,False,Pipe-borne,Single phase,1,2012,18141987,14
Badulla,Bandarawela,4,3,2,39,1,True,True,Pipe-borne,Single phase,1,1988,5148271,38
Badulla,Badulla Town,4,2,1,50,1,False,True,Pipe-borne,Single phase,1,2002,5605320,24
Anuradhapura,Nuwaragam Palatha,2,3,2,35,0,False,True,Both,Three phase,1,2019,3914710,7
Gampaha,Ragama,17,7,5,213,3,False,True,Both,Single phase,3,1993,37909300,33
Kegalle,Kegalle Central,5,2,1,39,1,True,False,Pipe-borne,Single phase,1,2017,6187652,9
Anuradhapura,New Town,8,3,2,100,0,True,False,Both,Three phase,1,1998,9361291,28
Mullaitivu,Mullaitivu Central,10,4,3,117,0,False,True,Pipe-borne,Single phase,1,1999,9316406,27
Ratnapura,Pelmadulla,5,2,1,59,1,True,False,Both,Single phase,1,1992,5545512,34
Mannar,Mannar Central,20,6,5,192,1,False,True,Both,Single phase,2,2020,21640695,6
Colombo,Rajagiriya,8,4,3,71,0,True,True,Pipe-borne,Single phase,1,2021,24090131,5
Ratnapura,Ratnapura Town,13,4,3,84,2,False,False,Pipe-borne,Three phase,1,1999,13506550,27
Trincomalee,Nilaveli,3,2,1,35,1,True,False,Well,Three phase,1,2004,5335010,22
Monaragala,Monaragala Central,7,3,2,91,0,True,False,Pipe-borne,Single phase,2,2025,8673797,1
Kandy,Peradeniya,3,2,1,70,1,False,True,Both,Single phase,1,2018,8606925,8
Nuwara Eliya,Nuwara Eliya Central,7,3,3,54,0,True,True,Both,Single phase,1,1986,10726706,40
Kurunegala,Polgahawela,22,7,5,162,1,True,False,Well,Three phase,1,2013,19981624,13
Nuwara Eliya,Nuwara Eliya Central,2,3,2,35,2,True,True,Pipe-borne,Three phase,2,1996,6594919,30
Ratnapura,Pelmadulla,16,7,5,166,2,True,True,Pipe-borne,Three phase,1,2002,20228241,24
Colombo,Mount Lavinia,4,2,2,74,0,False,True,Both,Single phase,1,2015,16780653,11
Kandy,Tennekumbura,19,7,5,208,3,False,True,Pipe-borne,Single phase,3,1999,37420274,27
Kandy,Kandy City,8,3,2,102,0,False,True,Pipe-borne,Three phase,2,1997,14301955,29
Vavuniya,Vavuniya Central,6,3,3,35,0,False,True,Pipe-borne,Three phase,1,2013,6562988,13
Anuradhapura,New Town,2,2,1,40,3,True,False,Both,Three phase,2,2022,4546478,4
Puttalam,Puttalam Central,10,3,3,70,0,False,False,Pipe-borne,Single phase,1,2007,8275856,19
Jaffna,Nallur,12,4,4,156,0,False,False,Both,Single phase,1,1993,18652739,33
Vavuniya,Vavuniya Central,17,4,4,143,1,False,True,Both,Three phase,1,2009,19006883,17
Nuwara Eliya,Nuwara Eliya Central,2,2,2,41,2,False,True,Both,Single phase,1,2001,5495079,25
Nuwara Eliya,Nuwara Eliya Central,7,4,3,76,0,True,False,Well,Three phase,1,2018,12727653,8
Anuradhapura,New Town,11,4,4,148,0,False,False,Well,Three phase,1,2025,15944767,1
Galle,Unawatuna,10,4,4,71,0,False,True,Both,Three phase,2,2013,14984915,13
Badulla,Bandarawela,2,3,3,49,1,True,False,Pipe-borne,Three phase,1,2017,3310611,9
Kalutara,Panadura,10,4,4,60,1,True,True,Well,Three phase,1,2015,16049700,11
Hambantota,Hambantota Town,13,5,4,132,3,False,False,Well,Three phase,1,1995,11662553,31
Ratnapura,Kuruwita,32,6,5,250,1,False,False,Well,Single phase,2,2010,34011382,16
Kegalle,Kegalle Central,7,5,5,69,1,False,False,Well,Three phase,1,1992,6680042,34
Galle,Unawatuna,2,3,2,63,0,True,False,Both,Single phase,1,2017,5287469,9
Gampaha,Wattala,24,7,5,194,1,True,False,Well,Three phase,2,2020,37157523,6
Kegalle,Kegalle Central,6,2,1,35,2,True,True,Both,Three phase,1,2024,7652971,2
Anuradhapura,Madawachchiya,4,2,1,35,0,True,False,Both,Single phase,2,1985,4602181,41
Galle,Galle Fort,5,1,1,41,0,False,True,Both,Three phase,1,2007,6754261,19
Kurunegala,Melsiripura,10,4,4,99,2,False,False,Both,Three phase,2,1998,11747947,28
Puttalam,Puttalam Central,10,4,4,68,0,False,False,Both,Single phase,1,1994,8626617,32
Kegalle,Kegalle Central,10,4,4,86,3,True,True,Pipe-borne,Single phase,1,1991,12800430,35
Matale,Matale Central,9,4,4,68,1,False,False,Pipe-borne,Single phase,2,1992,11108201,34
Vavuniya,Vavuniya Central,22,6,5,250,2,False,True,Both,Three phase,3,1987,26047899,39
Mullaitivu,Mullaitivu Central,8,4,3,101,1,True,False,Both,Single phase,1,2021,7283634,5
Trincomalee,China Bay,11,4,3,65,3,False,False,Pipe-borne,Three phase,1,2015,12994566,11
Kilinochchi,Kilinochchi Central,2,2,2,35,0,True,True,Both,Single phase,1,1992,3473871,34
Batticaloa,Batticaloa Town,9,3,2,134,2,True,True,Pipe-borne,Single phase,2,1993,13335291,33
Vavuniya,Vavuniya Central,2,1,1,37,0,True,False,Well,Three phase,1,2024,3623989,2
Kilinochchi,Kilinochchi Central,15,6,5,189,2,False,False,Both,Single phase,2,2006,15666182,20
Ampara,Ampara Central,21,5,4,250,2,False,False,Well,Single phase,2,2025,25454859,1
Polonnaruwa,Polonnaruwa Central,6,2,2,91,1,True,True,Well,Three phase,2,2006,8390178,20
Colombo,Bambalapitiya,5,1,1,50,2,False,True,Both,Single phase,2,2008,13268313,18
Jaffna,Kokuvil,21,5,5,250,1,True,False,Pipe-borne,Single phase,2,2002,35040154,24
Mannar,Mannar Central,10,5,4,83,0,True,False,Both,Single phase,2,1994,6744586,32
Vavuniya,Vavuniya Central,11,5,4,138,1,True,False,Well,Three phase,1,2024,12675334,2
Kalutara,Panadura,27,6,5,163,1,True,False,Pipe-borne,Single phase,3,2011,29639838,15
Puttalam,Puttalam Central,6,2,1,55,0,True,False,Pipe-borne,Single phase,1,1992,5857660,34
Monaragala,Monaragala Central,2,1,1,44,0,False,True,Pipe-borne,Single phase,1,2015,3718483,11
Kalutara,Kalutara North,3,2,1,43,0,True,True,Both,Single phase,2,2006,4918621,20
Kilinochchi,Kilinochchi Central,7,3,2,117,2,True,False,Well,Three phase,1,2013,8106155,13
Polonnaruwa,Polonnaruwa Central,10,4,3,67,0,False,True,Both,Single phase,1,1985,7650049,41
Polonnaruwa,Polonnaruwa Central,10,4,3,82,0,True,False,Both,Single phase,2,1989,8357714,37
